Radius	Temperature
0.320626	113.067
0.321603	112.989
0.322581	112.91
0.323558	112.831
0.324536	112.752
0.325513	112.673
0.326491	112.593
0.327468	112.513
0.328446	112.433
0.329423	112.353
0.330401	112.273
0.331378	112.192
0.332356	112.111
0.333333	112.03
0.334311	111.948
0.335288	111.866
0.336266	111.785
0.337243	111.702
0.338221	111.62
0.339198	111.537
0.340176	111.454
0.341153	111.371
0.342131	111.288
0.343109	111.204
0.344086	111.12
0.345064	111.036
0.346041	110.952
0.347019	110.867
0.347996	110.783
0.348974	110.698
0.349951	110.612
0.350929	110.527
0.351906	110.441
0.352884	110.355
0.353861	110.269
0.354839	110.182
0.355816	110.096
0.356794	110.009
0.357771	109.921
0.358749	109.834
0.359726	109.746
0.360704	109.658
0.361681	109.57
0.362659	109.482
0.363636	109.393
0.364614	109.304
0.365591	109.215
0.366569	109.126
0.367546	109.036
0.368524	108.947
0.369501	108.857
0.370479	108.766
0.371457	108.676
0.372434	108.585
0.373412	108.494
0.374389	108.403
0.375367	108.311
0.376344	108.219
0.377322	108.127
0.378299	108.035
0.379277	107.943
0.380254	107.85
0.381232	107.757
0.382209	107.664
0.383187	107.571
0.384164	107.477
0.385142	107.383
0.386119	107.289
0.387097	107.195
0.388074	107.1
0.389052	107.005
0.390029	106.91
0.391007	106.815
0.391984	106.719
0.392962	106.623
0.393939	106.527
0.394917	106.431
0.395894	106.335
0.396872	106.238
0.397849	106.141
0.398827	106.044
0.399804	105.946
0.400782	105.849
0.40176	105.751
0.402737	105.652
0.403715	105.554
0.404692	105.455
0.40567	105.356
0.406647	105.257
0.407625	105.158
0.408602	105.058
0.40958	104.958
0.410557	104.858
0.411535	104.758
0.412512	104.657
0.41349	104.557
0.414467	104.456
0.415445	104.354
0.416422	104.253
0.4174	104.151
0.418377	104.049
0.419355	103.947
0.420332	103.844
0.42131	103.742
0.422287	103.639
0.423265	103.535
0.424242	103.432
0.42522	103.328
0.426197	103.224
0.427175	103.12
0.428152	103.016
0.42913	102.911
0.430108	102.806
0.431085	102.701
0.432063	102.596
0.43304	102.49
0.434018	102.384
0.434995	102.278
0.435973	102.172
0.43695	102.066
0.437928	101.959
0.438905	101.852
0.439883	101.744
0.44086	101.637
0.441838	101.529
0.442815	101.421
0.443793	101.313
0.44477	101.205
0.445748	101.096
0.446725	100.987
0.447703	100.878
0.44868	100.768
0.449658	100.659
0.450635	100.549
0.451613	100.439
0.45259	100.328
0.453568	100.218
0.454545	100.107
0.455523	99.9958
0.4565	99.8845
0.457478	99.7729
0.458456	99.6611
0.459433	99.5491
0.460411	99.4368
0.461388	99.3243
0.462366	99.2116
0.463343	99.0986
0.464321	98.9853
0.465298	98.8719
0.466276	98.7582
0.467253	98.6442
0.468231	98.53
0.469208	98.4156
0.470186	98.3009
0.471163	98.186
0.472141	98.0709
0.473118	97.9555
0.474096	97.8399
0.475073	97.724
0.476051	97.6079
0.477028	97.4916
0.478006	97.375
0.478983	97.2582
0.479961	97.1411
0.480938	97.0239
0.481916	96.9063
0.482893	96.7886
0.483871	96.6705
0.484848	96.5523
0.485826	96.4338
0.486804	96.3151
0.487781	96.1961
0.488759	96.0769
0.489736	95.9575
0.490714	95.8378
0.491691	95.7179
0.492669	95.5977
0.493646	95.4773
0.494624	95.3567
0.495601	95.2358
0.496579	95.1147
0.497556	94.9933
0.498534	94.8717
0.499511	94.7499
0.500489	94.6278
0.501466	94.5055
0.502444	94.383
0.503421	94.2602
0.504399	94.1372
0.505376	94.0139
0.506354	93.8904
0.507331	93.7667
0.508309	93.6427
0.509286	93.5185
0.510264	93.394
0.511241	93.2693
0.512219	93.1444
0.513196	93.0192
0.514174	92.8938
0.515152	92.7681
0.516129	92.6422
0.517107	92.5161
0.518084	92.3897
0.519062	92.2631
0.520039	92.1363
0.521017	92.0092
0.521994	91.8819
0.522972	91.7543
0.523949	91.6265
0.524927	91.4984
0.525904	91.3702
0.526882	91.2416
0.527859	91.1129
0.528837	90.9839
0.529814	90.8547
0.530792	90.7252
0.531769	90.5955
0.532747	90.4655
0.533724	90.3353
0.534702	90.2049
0.535679	90.0742
0.536657	89.9433
0.537634	89.8122
0.538612	89.6808
0.539589	89.5491
0.540567	89.4173
0.541544	89.2852
0.542522	89.1528
0.5435	89.0203
0.544477	88.8874
0.545455	88.7544
0.546432	88.6211
0.54741	88.4875
0.548387	88.3538
0.549365	88.2198
0.550342	88.0855
0.55132	87.951
0.552297	87.8163
0.553275	87.6813
0.554252	87.5461
0.55523	87.4106
0.556207	87.275
0.557185	87.139
0.558162	87.0029
0.55914	86.8665
0.560117	86.7298
0.561095	86.5929
0.562072	86.4558
0.56305	86.3185
0.564027	86.1809
0.565005	86.043
0.565982	85.905
0.56696	85.7666
0.567937	85.6281
0.568915	85.4893
0.569892	85.3503
0.57087	85.211
0.571848	85.0715
0.572825	84.9317
0.573803	84.7918
0.57478	84.6515
0.575758	84.5111
0.576735	84.3704
0.577713	84.2294
0.57869	84.0882
0.579668	83.9468
0.580645	83.8052
0.581623	83.6633
0.5826	83.5211
0.583578	83.3787
0.584555	83.2361
0.585533	83.0933
0.58651	82.9502
0.587488	82.8069
0.588465	82.6633
0.589443	82.5195
0.59042	82.3754
0.591398	82.2311
0.592375	82.0866
0.593353	81.9419
0.59433	81.7969
0.595308	81.6516
0.596285	81.5061
0.597263	81.3604
0.59824	81.2145
0.599218	81.0683
0.600196	80.9218
0.601173	80.7751
0.602151	80.6282
0.603128	80.4811
0.604106	80.3337
0.605083	80.1861
0.606061	80.0382
0.607038	79.8901
0.608016	79.7417
0.608993	79.5931
0.609971	79.4443
0.610948	79.2953
0.611926	79.1459
0.612903	78.9964
0.613881	78.8466
0.614858	78.6966
0.615836	78.5463
0.616813	78.3958
0.617791	78.2451
0.618768	78.0941
0.619746	77.9429
0.620723	77.7915
0.621701	77.6398
0.622678	77.4878
0.623656	77.3357
0.624633	77.1833
0.625611	77.0306
0.626588	76.8777
0.627566	76.7246
0.628543	76.5712
0.629521	76.4176
0.630499	76.2638
0.631476	76.1097
0.632454	75.9554
0.633431	75.8008
0.634409	75.646
0.635386	75.491
0.636364	75.3357
0.637341	75.1802
0.638319	75.0245
0.639296	74.8685
0.640274	74.7122
0.641251	74.5558
0.642229	74.3991
0.643206	74.2421
0.644184	74.0849
0.645161	73.9275
0.646139	73.7698
0.647116	73.6119
0.648094	73.4538
0.649071	73.2954
0.650049	73.1368
0.651026	72.9779
0.652004	72.8188
0.652981	72.6595
0.653959	72.4999
0.654936	72.3401
0.655914	72.1801
0.656891	72.0198
0.657869	71.8592
0.658847	71.6985
0.659824	71.5375
0.660802	71.3762
0.661779	71.2147
0.662757	71.053
0.663734	70.891
0.664712	70.7288
0.665689	70.5664
0.666667	70.4037
0.667644	70.2408
0.668622	70.0776
0.669599	69.9142
0.670577	69.7506
0.671554	69.5867
0.672532	69.4226
0.673509	69.2583
0.674487	69.0937
0.675464	68.9288
0.676442	68.7638
0.677419	68.5985
0.678397	68.4329
0.679374	68.2671
0.680352	68.1011
0.681329	67.9348
0.682307	67.7683
0.683284	67.6016
0.684262	67.4346
0.685239	67.2674
0.686217	67.0999
0.687195	66.9322
0.688172	66.7643
0.68915	66.5961
0.690127	66.4277
0.691105	66.2591
0.692082	66.0902
0.69306	65.921
0.694037	65.7517
0.695015	65.5821
0.695992	65.4122
0.69697	65.2421
0.697947	65.0718
0.698925	64.9012
0.699902	64.7304
0.70088	64.5594
0.701857	64.3881
0.702835	64.2166
0.703812	64.0448
0.70479	63.8728
0.705767	63.7006
0.706745	63.5281
0.707722	63.3554
0.7087	63.1825
0.709677	63.0093
0.710655	62.8358
0.711632	62.6622
0.71261	62.4883
0.713587	62.3141
0.714565	62.1397
0.715543	61.9651
0.71652	61.7902
0.717498	61.6151
0.718475	61.4398
0.719453	61.2642
0.72043	61.0884
0.721408	60.9123
0.722385	60.736
0.723363	60.5595
0.72434	60.3827
0.725318	60.2057
0.726295	60.0285
0.727273	59.851
0.72825	59.6732
0.729228	59.4953
0.730205	59.3171
0.731183	59.1386
0.73216	58.9599
0.733138	58.781
0.734115	58.6018
0.735093	58.4224
0.73607	58.2428
0.737048	58.0629
0.738025	57.8828
0.739003	57.7024
0.73998	57.5218
0.740958	57.341
0.741935	57.1599
0.742913	56.9786
0.743891	56.7971
0.744868	56.6153
0.745846	56.4332
0.746823	56.251
0.747801	56.0685
0.748778	55.8857
0.749756	55.7027
0.750733	55.5195
0.751711	55.336
0.752688	55.1523
0.753666	54.9684
0.754643	54.7842
0.755621	54.5998
0.756598	54.4151
0.757576	54.2302
0.758553	54.0451
0.759531	53.8597
0.760508	53.6741
0.761486	53.4883
0.762463	53.3022
0.763441	53.1159
0.764418	52.9293
0.765396	52.7425
0.766373	52.5554
0.767351	52.3681
0.768328	52.1806
0.769306	51.9929
0.770283	51.8049
0.771261	51.6166
0.772239	51.4281
0.773216	51.2394
0.774194	51.0505
0.775171	50.8613
0.776149	50.6718
0.777126	50.4821
0.778104	50.2922
0.779081	50.1021
0.780059	49.9117
0.781036	49.7211
0.782014	49.5302
0.782991	49.3391
0.783969	49.1477
0.784946	48.9561
0.785924	48.7643
0.786901	48.5723
0.787879	48.38
0.788856	48.1874
0.789834	47.9946
0.790811	47.8016
0.791789	47.6084
0.792766	47.4149
0.793744	47.2211
0.794721	47.0272
0.795699	46.8329
0.796676	46.6385
0.797654	46.4438
0.798631	46.2489
0.799609	46.0537
0.800587	45.8583
0.801564	45.6626
0.802542	45.4668
0.803519	45.2706
0.804497	45.0743
0.805474	44.8777
0.806452	44.6808
0.807429	44.4837
0.808407	44.2864
0.809384	44.0889
0.810362	43.8911
0.811339	43.693
0.812317	43.4948
0.813294	43.2962
0.814272	43.0975
0.815249	42.8985
0.816227	42.6993
0.817204	42.4998
0.818182	42.3001
0.819159	42.1002
0.820137	41.9
0.821114	41.6995
0.822092	41.4989
0.823069	41.298
0.824047	41.0968
0.825024	40.8955
0.826002	40.6938
0.826979	40.492
0.827957	40.2899
0.828935	40.0875
0.829912	39.885
0.83089	39.6822
0.831867	39.4791
0.832845	39.2758
0.833822	39.0723
0.8348	38.8685
0.835777	38.6645
0.836755	38.4603
0.837732	38.2558
0.83871	38.0511
0.839687	37.8461
0.840665	37.6409
0.841642	37.4354
0.84262	37.2298
0.843597	37.0238
0.844575	36.8177
0.845552	36.6113
0.84653	36.4047
0.847507	36.1978
0.848485	35.9907
0.849462	35.7833
0.85044	35.5757
0.851417	35.3679
0.852395	35.1598
0.853372	34.9515
0.85435	34.743
0.855327	34.5342
0.856305	34.3252
0.857283	34.1159
0.85826	33.9064
0.859238	33.6967
0.860215	33.4867
0.861193	33.2765
0.86217	33.066
0.863148	32.8553
0.864125	32.6444
0.865103	32.4332
0.86608	32.2218
0.867058	32.0101
0.868035	31.7982
0.869013	31.5861
0.86999	31.3737
0.870968	31.1611
0.871945	30.9483
0.872923	30.7352
0.8739	30.5219
0.874878	30.3083
0.875855	30.0945
0.876833	29.8805
0.87781	29.6662
0.878788	29.4517
0.879765	29.2369
0.880743	29.0219
0.88172	28.8067
0.882698	28.5912
0.883675	28.3755
0.884653	28.1595
0.88563	27.9434
0.886608	27.7269
0.887586	27.5103
0.888563	27.2933
0.889541	27.0762
0.890518	26.8588
0.891496	26.6412
0.892473	26.4233
0.893451	26.2052
0.894428	25.9869
0.895406	25.7683
0.896383	25.5495
0.897361	25.3304
0.898338	25.1111
0.899316	24.8916
0.900293	24.6718
0.901271	24.4518
0.902248	24.2316
0.903226	24.0111
0.904203	23.7903
0.905181	23.5694
0.906158	23.3482
0.907136	23.1267
0.908113	22.905
0.909091	22.6831
0.910068	22.4609
0.911046	22.2385
0.912023	22.0159
0.913001	21.793
0.913978	21.5699
0.914956	21.3465
0.915934	21.1229
0.916911	20.8991
0.917889	20.675
0.918866	20.4507
0.919844	20.2262
0.920821	20.0014
0.921799	19.7764
0.922776	19.5511
0.923754	19.3256
0.924731	19.0998
0.925709	18.8738
0.926686	18.6476
0.927664	18.4212
0.928641	18.1945
0.929619	17.9675
0.930596	17.7403
0.931574	17.5129
0.932551	17.2853
0.933529	17.0574
0.934506	16.8292
0.935484	16.6009
0.936461	16.3722
0.937439	16.1434
0.938416	15.9143
0.939394	15.685
0.940371	15.4554
0.941349	15.2256
0.942326	14.9956
0.943304	14.7653
0.944282	14.5347
0.945259	14.304
0.946237	14.073
0.947214	13.8417
0.948192	13.6103
0.949169	13.3785
0.950147	13.1466
0.951124	12.9144
0.952102	12.682
0.953079	12.4493
0.954057	12.2164
0.955034	11.9832
0.956012	11.7498
0.956989	11.5162
0.957967	11.2823
0.958944	11.0482
0.959922	10.8139
0.960899	10.5793
0.961877	10.3445
0.962854	10.1094
0.963832	9.8741
0.964809	9.63856
0.965787	9.40278
0.966764	9.16676
0.967742	8.9305
0.968719	8.69401
0.969697	8.45727
0.970674	8.2203
0.971652	7.98308
0.97263	7.74563
0.973607	7.50794
0.974585	7.27001
0.975562	7.03184
0.97654	6.79344
0.977517	6.55479
0.978495	6.31591
0.979472	6.07678
0.98045	5.83742
0.981427	5.59782
0.982405	5.35798
0.983382	5.1179
0.98436	4.87758
0.985337	4.63702
0.986315	4.39623
0.987292	4.15519
0.98827	3.91392
0.989247	3.67241
0.990225	3.43065
0.991202	3.18866
0.99218	2.94643
0.993157	2.70397
0.994135	2.46126
0.995112	2.21831
0.99609	1.97513
0.997067	1.7317
0.998045	1.48804
0.999022	1.24414
1	1
