Radius	Temperature
0.138807	245.973
0.139785	245.905
0.140762	245.837
0.14174	245.768
0.142717	245.698
0.143695	245.629
0.144673	245.558
0.14565	245.488
0.146628	245.417
0.147605	245.345
0.148583	245.273
0.14956	245.2
0.150538	245.127
0.151515	245.053
0.152493	244.979
0.15347	244.905
0.154448	244.83
0.155425	244.754
0.156403	244.678
0.15738	244.602
0.158358	244.525
0.159335	244.448
0.160313	244.37
0.16129	244.291
0.162268	244.213
0.163245	244.133
0.164223	244.053
0.1652	243.973
0.166178	243.892
0.167155	243.811
0.168133	243.73
0.16911	243.647
0.170088	243.565
0.171065	243.482
0.172043	243.398
0.173021	243.314
0.173998	243.229
0.174976	243.144
0.175953	243.059
0.176931	242.973
0.177908	242.886
0.178886	242.799
0.179863	242.712
0.180841	242.624
0.181818	242.536
0.182796	242.447
0.183773	242.357
0.184751	242.268
0.185728	242.177
0.186706	242.086
0.187683	241.995
0.188661	241.904
0.189638	241.811
0.190616	241.719
0.191593	241.625
0.192571	241.532
0.193548	241.438
0.194526	241.343
0.195503	241.248
0.196481	241.152
0.197458	241.056
0.198436	240.96
0.199413	240.863
0.200391	240.765
0.201369	240.668
0.202346	240.569
0.203324	240.47
0.204301	240.371
0.205279	240.271
0.206256	240.171
0.207234	240.07
0.208211	239.969
0.209189	239.867
0.210166	239.765
0.211144	239.662
0.212121	239.559
0.213099	239.455
0.214076	239.351
0.215054	239.246
0.216031	239.141
0.217009	239.035
0.217986	238.929
0.218964	238.823
0.219941	238.716
0.220919	238.608
0.221896	238.5
0.222874	238.392
0.223851	238.283
0.224829	238.174
0.225806	238.064
0.226784	237.953
0.227761	237.842
0.228739	237.731
0.229717	237.619
0.230694	237.507
0.231672	237.394
0.232649	237.281
0.233627	237.167
0.234604	237.053
0.235582	236.939
0.236559	236.823
0.237537	236.708
0.238514	236.592
0.239492	236.475
0.240469	236.358
0.241447	236.24
0.242424	236.122
0.243402	236.004
0.244379	235.885
0.245357	235.766
0.246334	235.646
0.247312	235.525
0.248289	235.404
0.249267	235.283
0.250244	235.161
0.251222	235.039
0.252199	234.916
0.253177	234.793
0.254154	234.669
0.255132	234.545
0.256109	234.42
0.257087	234.295
0.258065	234.169
0.259042	234.043
0.26002	233.917
0.260997	233.79
0.261975	233.662
0.262952	233.534
0.26393	233.405
0.264907	233.276
0.265885	233.147
0.266862	233.017
0.26784	232.887
0.268817	232.756
0.269795	232.624
0.270772	232.492
0.27175	232.36
0.272727	232.227
0.273705	232.094
0.274682	231.96
0.27566	231.826
0.276637	231.691
0.277615	231.556
0.278592	231.42
0.27957	231.284
0.280547	231.147
0.281525	231.01
0.282502	230.873
0.28348	230.735
0.284457	230.596
0.285435	230.457
0.286413	230.318
0.28739	230.178
0.288368	230.037
0.289345	229.896
0.290323	229.755
0.2913	229.613
0.292278	229.47
0.293255	229.328
0.294233	229.184
0.29521	229.041
0.296188	228.896
0.297165	228.751
0.298143	228.606
0.29912	228.46
0.300098	228.314
0.301075	228.168
0.302053	228.02
0.30303	227.873
0.304008	227.725
0.304985	227.576
0.305963	227.427
0.30694	227.278
0.307918	227.128
0.308895	226.977
0.309873	226.826
0.31085	226.675
0.311828	226.523
0.312805	226.37
0.313783	226.217
0.314761	226.064
0.315738	225.91
0.316716	225.756
0.317693	225.601
0.318671	225.446
0.319648	225.29
0.320626	225.134
0.321603	224.977
0.322581	224.82
0.323558	224.662
0.324536	224.504
0.325513	224.345
0.326491	224.186
0.327468	224.027
0.328446	223.867
0.329423	223.706
0.330401	223.545
0.331378	223.384
0.332356	223.222
0.333333	223.059
0.334311	222.896
0.335288	222.733
0.336266	222.569
0.337243	222.405
0.338221	222.24
0.339198	222.075
0.340176	221.909
0.341153	221.743
0.342131	221.576
0.343109	221.409
0.344086	221.241
0.345064	221.073
0.346041	220.904
0.347019	220.735
0.347996	220.565
0.348974	220.395
0.349951	220.225
0.350929	220.054
0.351906	219.882
0.352884	219.71
0.353861	219.538
0.354839	219.365
0.355816	219.191
0.356794	219.017
0.357771	218.843
0.358749	218.668
0.359726	218.493
0.360704	218.317
0.361681	218.141
0.362659	217.964
0.363636	217.787
0.364614	217.609
0.365591	217.431
0.366569	217.252
0.367546	217.073
0.368524	216.893
0.369501	216.713
0.370479	216.532
0.371457	216.351
0.372434	216.17
0.373412	215.988
0.374389	215.805
0.375367	215.622
0.376344	215.439
0.377322	215.255
0.378299	215.071
0.379277	214.886
0.380254	214.7
0.381232	214.514
0.382209	214.328
0.383187	214.141
0.384164	213.954
0.385142	213.766
0.386119	213.578
0.387097	213.389
0.388074	213.2
0.389052	213.01
0.390029	212.82
0.391007	212.63
0.391984	212.438
0.392962	212.247
0.393939	212.055
0.394917	211.862
0.395894	211.669
0.396872	211.476
0.397849	211.282
0.398827	211.087
0.399804	210.892
0.400782	210.697
0.40176	210.501
0.402737	210.305
0.403715	210.108
0.404692	209.911
0.40567	209.713
0.406647	209.515
0.407625	209.316
0.408602	209.117
0.40958	208.917
0.410557	208.717
0.411535	208.516
0.412512	208.315
0.41349	208.113
0.414467	207.911
0.415445	207.709
0.416422	207.506
0.4174	207.302
0.418377	207.098
0.419355	206.893
0.420332	206.689
0.42131	206.483
0.422287	206.277
0.423265	206.071
0.424242	205.864
0.42522	205.657
0.426197	205.449
0.427175	205.24
0.428152	205.032
0.42913	204.822
0.430108	204.613
0.431085	204.402
0.432063	204.192
0.43304	203.981
0.434018	203.769
0.434995	203.557
0.435973	203.344
0.43695	203.131
0.437928	202.917
0.438905	202.703
0.439883	202.489
0.44086	202.274
0.441838	202.058
0.442815	201.842
0.443793	201.626
0.44477	201.409
0.445748	201.192
0.446725	200.974
0.447703	200.756
0.44868	200.537
0.449658	200.317
0.450635	200.098
0.451613	199.877
0.45259	199.657
0.453568	199.435
0.454545	199.214
0.455523	198.992
0.4565	198.769
0.457478	198.546
0.458456	198.322
0.459433	198.098
0.460411	197.874
0.461388	197.649
0.462366	197.423
0.463343	197.197
0.464321	196.971
0.465298	196.744
0.466276	196.516
0.467253	196.288
0.468231	196.06
0.469208	195.831
0.470186	195.602
0.471163	195.372
0.472141	195.142
0.473118	194.911
0.474096	194.68
0.475073	194.448
0.476051	194.216
0.477028	193.983
0.478006	193.75
0.478983	193.516
0.479961	193.282
0.480938	193.048
0.481916	192.813
0.482893	192.577
0.483871	192.341
0.484848	192.105
0.485826	191.868
0.486804	191.63
0.487781	191.392
0.488759	191.154
0.489736	190.915
0.490714	190.676
0.491691	190.436
0.492669	190.195
0.493646	189.955
0.494624	189.713
0.495601	189.472
0.496579	189.229
0.497556	188.987
0.498534	188.743
0.499511	188.5
0.500489	188.256
0.501466	188.011
0.502444	187.766
0.503421	187.52
0.504399	187.274
0.505376	187.028
0.506354	186.781
0.507331	186.533
0.508309	186.285
0.509286	186.037
0.510264	185.788
0.511241	185.539
0.512219	185.289
0.513196	185.038
0.514174	184.788
0.515152	184.536
0.516129	184.284
0.517107	184.032
0.518084	183.779
0.519062	183.526
0.520039	183.273
0.521017	183.018
0.521994	182.764
0.522972	182.509
0.523949	182.253
0.524927	181.997
0.525904	181.74
0.526882	181.483
0.527859	181.226
0.528837	180.968
0.529814	180.709
0.530792	180.45
0.531769	180.191
0.532747	179.931
0.533724	179.671
0.534702	179.41
0.535679	179.148
0.536657	178.887
0.537634	178.624
0.538612	178.362
0.539589	178.098
0.540567	177.835
0.541544	177.57
0.542522	177.306
0.5435	177.041
0.544477	176.775
0.545455	176.509
0.546432	176.242
0.54741	175.975
0.548387	175.708
0.549365	175.44
0.550342	175.171
0.55132	174.902
0.552297	174.633
0.553275	174.363
0.554252	174.092
0.55523	173.821
0.556207	173.55
0.557185	173.278
0.558162	173.006
0.55914	172.733
0.560117	172.46
0.561095	172.186
0.562072	171.912
0.56305	171.637
0.564027	171.362
0.565005	171.086
0.565982	170.81
0.56696	170.533
0.567937	170.256
0.568915	169.979
0.569892	169.701
0.57087	169.422
0.571848	169.143
0.572825	168.863
0.573803	168.584
0.57478	168.303
0.575758	168.022
0.576735	167.741
0.577713	167.459
0.57869	167.176
0.579668	166.894
0.580645	166.61
0.581623	166.327
0.5826	166.042
0.583578	165.757
0.584555	165.472
0.585533	165.187
0.58651	164.9
0.587488	164.614
0.588465	164.327
0.589443	164.039
0.59042	163.751
0.591398	163.462
0.592375	163.173
0.593353	162.884
0.59433	162.594
0.595308	162.303
0.596285	162.012
0.597263	161.721
0.59824	161.429
0.599218	161.137
0.600196	160.844
0.601173	160.55
0.602151	160.256
0.603128	159.962
0.604106	159.667
0.605083	159.372
0.606061	159.076
0.607038	158.78
0.608016	158.483
0.608993	158.186
0.609971	157.889
0.610948	157.591
0.611926	157.292
0.612903	156.993
0.613881	156.693
0.614858	156.393
0.615836	156.093
0.616813	155.792
0.617791	155.49
0.618768	155.188
0.619746	154.886
0.620723	154.583
0.621701	154.28
0.622678	153.976
0.623656	153.671
0.624633	153.367
0.625611	153.061
0.626588	152.755
0.627566	152.449
0.628543	152.142
0.629521	151.835
0.630499	151.528
0.631476	151.219
0.632454	150.911
0.633431	150.602
0.634409	150.292
0.635386	149.982
0.636364	149.671
0.637341	149.36
0.638319	149.049
0.639296	148.737
0.640274	148.424
0.641251	148.112
0.642229	147.798
0.643206	147.484
0.644184	147.17
0.645161	146.855
0.646139	146.54
0.647116	146.224
0.648094	145.908
0.649071	145.591
0.650049	145.274
0.651026	144.956
0.652004	144.638
0.652981	144.319
0.653959	144
0.654936	143.68
0.655914	143.36
0.656891	143.04
0.657869	142.718
0.658847	142.397
0.659824	142.075
0.660802	141.752
0.661779	141.429
0.662757	141.106
0.663734	140.782
0.664712	140.458
0.665689	140.133
0.666667	139.807
0.667644	139.482
0.668622	139.155
0.669599	138.828
0.670577	138.501
0.671554	138.173
0.672532	137.845
0.673509	137.517
0.674487	137.187
0.675464	136.858
0.676442	136.528
0.677419	136.197
0.678397	135.866
0.679374	135.534
0.680352	135.202
0.681329	134.87
0.682307	134.537
0.683284	134.203
0.684262	133.869
0.685239	133.535
0.686217	133.2
0.687195	132.864
0.688172	132.529
0.68915	132.192
0.690127	131.855
0.691105	131.518
0.692082	131.18
0.69306	130.842
0.694037	130.503
0.695015	130.164
0.695992	129.824
0.69697	129.484
0.697947	129.144
0.698925	128.802
0.699902	128.461
0.70088	128.119
0.701857	127.776
0.702835	127.433
0.703812	127.09
0.70479	126.746
0.705767	126.401
0.706745	126.056
0.707722	125.711
0.7087	125.365
0.709677	125.019
0.710655	124.672
0.711632	124.324
0.71261	123.977
0.713587	123.628
0.714565	123.279
0.715543	122.93
0.71652	122.58
0.717498	122.23
0.718475	121.88
0.719453	121.528
0.72043	121.177
0.721408	120.825
0.722385	120.472
0.723363	120.119
0.72434	119.765
0.725318	119.411
0.726295	119.057
0.727273	118.702
0.72825	118.346
0.729228	117.991
0.730205	117.634
0.731183	117.277
0.73216	116.92
0.733138	116.562
0.734115	116.204
0.735093	115.845
0.73607	115.486
0.737048	115.126
0.738025	114.766
0.739003	114.405
0.73998	114.044
0.740958	113.682
0.741935	113.32
0.742913	112.957
0.743891	112.594
0.744868	112.231
0.745846	111.866
0.746823	111.502
0.747801	111.137
0.748778	110.771
0.749756	110.405
0.750733	110.039
0.751711	109.672
0.752688	109.305
0.753666	108.937
0.754643	108.568
0.755621	108.2
0.756598	107.83
0.757576	107.46
0.758553	107.09
0.759531	106.719
0.760508	106.348
0.761486	105.977
0.762463	105.604
0.763441	105.232
0.764418	104.859
0.765396	104.485
0.766373	104.111
0.767351	103.736
0.768328	103.361
0.769306	102.986
0.770283	102.61
0.771261	102.233
0.772239	101.856
0.773216	101.479
0.774194	101.101
0.775171	100.723
0.776149	100.344
0.777126	99.9643
0.778104	99.5845
0.779081	99.2042
0.780059	98.8234
0.781036	98.4421
0.782014	98.0604
0.782991	97.6782
0.783969	97.2955
0.784946	96.9123
0.785924	96.5286
0.786901	96.1445
0.787879	95.7599
0.788856	95.3748
0.789834	94.9893
0.790811	94.6032
0.791789	94.2167
0.792766	93.8297
0.793744	93.4423
0.794721	93.0543
0.795699	92.6659
0.796676	92.277
0.797654	91.8876
0.798631	91.4977
0.799609	91.1074
0.800587	90.7166
0.801564	90.3253
0.802542	89.9335
0.803519	89.5413
0.804497	89.1485
0.805474	88.7553
0.806452	88.3616
0.807429	87.9675
0.808407	87.5729
0.809384	87.1777
0.810362	86.7821
0.811339	86.3861
0.812317	85.9895
0.813294	85.5925
0.814272	85.195
0.815249	84.797
0.816227	84.3985
0.817204	83.9996
0.818182	83.6002
0.819159	83.2003
0.820137	82.7999
0.821114	82.3991
0.822092	81.9978
0.823069	81.596
0.824047	81.1937
0.825024	80.7909
0.826002	80.3877
0.826979	79.984
0.827957	79.5798
0.828935	79.1751
0.829912	78.7699
0.83089	78.3643
0.831867	77.9582
0.832845	77.5516
0.833822	77.1446
0.8348	76.737
0.835777	76.329
0.836755	75.9205
0.837732	75.5116
0.83871	75.1021
0.839687	74.6922
0.840665	74.2818
0.841642	73.8709
0.84262	73.4595
0.843597	73.0477
0.844575	72.6354
0.845552	72.2226
0.84653	71.8093
0.847507	71.3956
0.848485	70.9813
0.849462	70.5666
0.85044	70.1515
0.851417	69.7358
0.852395	69.3197
0.853372	68.903
0.85435	68.4859
0.855327	68.0684
0.856305	67.6503
0.857283	67.2318
0.85826	66.8128
0.859238	66.3933
0.860215	65.9734
0.861193	65.5529
0.86217	65.132
0.863148	64.7106
0.864125	64.2887
0.865103	63.8664
0.86608	63.4436
0.867058	63.0203
0.868035	62.5965
0.869013	62.1722
0.86999	61.7475
0.870968	61.3223
0.871945	60.8966
0.872923	60.4704
0.8739	60.0438
0.874878	59.6166
0.875855	59.189
0.876833	58.7609
0.87781	58.3324
0.878788	57.9033
0.879765	57.4738
0.880743	57.0438
0.88172	56.6134
0.882698	56.1824
0.883675	55.751
0.884653	55.3191
0.88563	54.8867
0.886608	54.4538
0.887586	54.0205
0.888563	53.5867
0.889541	53.1524
0.890518	52.7176
0.891496	52.2824
0.892473	51.8467
0.893451	51.4105
0.894428	50.9738
0.895406	50.5366
0.896383	50.099
0.897361	49.6609
0.898338	49.2223
0.899316	48.7832
0.900293	48.3436
0.901271	47.9036
0.902248	47.4631
0.903226	47.0221
0.904203	46.5807
0.905181	46.1387
0.906158	45.6963
0.907136	45.2534
0.908113	44.8101
0.909091	44.3662
0.910068	43.9219
0.911046	43.4771
0.912023	43.0318
0.913001	42.586
0.913978	42.1398
0.914956	41.6931
0.915934	41.2459
0.916911	40.7982
0.917889	40.3501
0.918866	39.9015
0.919844	39.4524
0.920821	39.0028
0.921799	38.5527
0.922776	38.1022
0.923754	37.6512
0.924731	37.1997
0.925709	36.7477
0.926686	36.2952
0.927664	35.8423
0.928641	35.3889
0.929619	34.935
0.930596	34.4807
0.931574	34.0258
0.932551	33.5705
0.933529	33.1147
0.934506	32.6585
0.935484	32.2017
0.936461	31.7445
0.937439	31.2868
0.938416	30.8286
0.939394	30.3699
0.940371	29.9108
0.941349	29.4512
0.942326	28.9911
0.943304	28.5305
0.944282	28.0695
0.945259	27.608
0.946237	27.146
0.947214	26.6835
0.948192	26.2205
0.949169	25.7571
0.950147	25.2932
0.951124	24.8288
0.952102	24.3639
0.953079	23.8986
0.954057	23.4327
0.955034	22.9664
0.956012	22.4996
0.956989	22.0324
0.957967	21.5646
0.958944	21.0964
0.959922	20.6277
0.960899	20.1586
0.961877	19.6889
0.962854	19.2188
0.963832	18.7482
0.964809	18.2771
0.965787	17.8056
0.966764	17.3335
0.967742	16.861
0.968719	16.388
0.969697	15.9145
0.970674	15.4406
0.971652	14.9662
0.97263	14.4913
0.973607	14.0159
0.974585	13.54
0.975562	13.0637
0.97654	12.5869
0.977517	12.1096
0.978495	11.6318
0.979472	11.1536
0.98045	10.6748
0.981427	10.1956
0.982405	9.71596
0.983382	9.2358
0.98436	8.75516
0.985337	8.27405
0.986315	7.79245
0.987292	7.31038
0.98827	6.82784
0.989247	6.34481
0.990225	5.86131
0.991202	5.37733
0.99218	4.89287
0.993157	4.40793
0.994135	3.92252
0.995112	3.43663
0.99609	2.95026
0.997067	2.46341
0.998045	1.97608
0.999022	1.48828
1	1
