t	x	error
0	1	0
1	0.708333	0.132624
2	0.390625	0.613723
3	0.193359	0.857067
4	0.0900879	0.556983
5	0.0403748	0.0258515
6	0.0176125	0.40993
7	0.00753164	0.353577
8	0.00317198	0.0124171
9	0.00131985	0.267504
10	0.000543826	0.269619
11	0.000222266	0.0526423
12	9.0224e-05	0.158867
13	3.64118e-05	0.194222
14	1.46211e-05	0.063697
15	5.84543e-06	0.0897968
