t	x	error
0	1	0
1	0.580729	0.00502021
2	-0.208775	0.0143234
3	-0.654554	0.0091539
4	-0.477313	0.0104182
5	0.041722	0.0245042
6	0.41114	0.0164031
7	0.369195	0.00808636
8	0.0415626	0.0259736
9	-0.245895	0.0202889
10	-0.272424	0.00334923
11	-0.075272	0.022852
12	0.137878	0.0210797
13	0.193079	0.00117955
14	0.0815935	0.0178819
15	-0.0701322	0.0196587
