t	x	error
0	1	0
1	-1.95833	2.53404
2	-798.943	798.72
3	-222745	222744
4	-6.20375e+07	6.20375e+07
5	-1.72782e+10	1.72782e+10
6	-4.81221e+12	4.81221e+12
7	-1.34026e+15	1.34026e+15
8	-3.7328e+17	3.7328e+17
9	-1.03963e+20	1.03963e+20
10	-2.89551e+22	2.89551e+22
11	-8.06436e+24	8.06436e+24
12	-2.24603e+27	2.24603e+27
13	-6.25547e+29	6.25547e+29
14	-1.74223e+32	1.74223e+32
15	-4.85233e+34	4.85233e+34
